Baseline1;Baseline2;Chad;Coac;OneLaneIsEnough;ReinforcedGreediness
 12.63; 16.74; 80.32; 74.24; 59.33; 56.74
 12.64; 16.74; 80.33; 74.22; 59.33; 56.75
 12.65; 16.73; 80.32; 74.22; 59.34; 56.74
 12.65; 16.73; 80.31; 74.23; 59.35; 56.74
 12.66; 16.71; 80.32; 74.22; 59.34; 56.75
 12.68; 16.71; 80.33; 74.22; 59.31; 56.74
 12.67; 16.71; 80.34; 74.22; 59.31; 56.74
 12.66; 16.72; 80.35; 74.23; 59.30; 56.75
 12.68; 16.72; 80.35; 74.22; 59.28; 56.74
 12.69; 16.71; 80.36; 74.21; 59.28; 56.74
 12.68; 16.71; 80.36; 74.21; 59.30; 56.73
 12.68; 16.70; 80.37; 74.22; 59.30; 56.72
 12.68; 16.70; 80.38; 74.23; 59.29; 56.73
 12.67; 16.70; 80.38; 74.24; 59.28; 56.73
 12.68; 16.69; 80.39; 74.25; 59.27; 56.73
 12.67; 16.69; 80.39; 74.25; 59.26; 56.74
 12.67; 16.70; 80.39; 74.23; 59.26; 56.74
 12.68; 16.69; 80.39; 74.24; 59.26; 56.73
 12.68; 16.71; 80.37; 74.25; 59.27; 56.72
 12.67; 16.71; 80.37; 74.26; 59.26; 56.72
 12.67; 16.72; 80.36; 74.25; 59.27; 56.73
 12.67; 16.72; 80.37; 74.25; 59.27; 56.72
 12.66; 16.74; 80.36; 74.26; 59.25; 56.73
 12.67; 16.74; 80.35; 74.26; 59.27; 56.72
 12.67; 16.74; 80.35; 74.26; 59.27; 56.72
 12.66; 16.74; 80.35; 74.25; 59.28; 56.73
 12.66; 16.73; 80.35; 74.24; 59.28; 56.73
 12.65; 16.74; 80.36; 74.22; 59.29; 56.74
 12.64; 16.75; 80.36; 74.20; 59.31; 56.74
 12.64; 16.75; 80.35; 74.20; 59.32; 56.73
 12.64; 16.75; 80.35; 74.20; 59.33; 56.73
 12.63; 16.75; 80.35; 74.20; 59.34; 56.73
 12.63; 16.75; 80.35; 74.21; 59.33; 56.73
 12.64; 16.74; 80.36; 74.21; 59.33; 56.73
 12.64; 16.73; 80.37; 74.20; 59.34; 56.72
 12.64; 16.73; 80.38; 74.19; 59.35; 56.72
 12.64; 16.73; 80.37; 74.19; 59.35; 56.72
 12.64; 16.73; 80.37; 74.19; 59.35; 56.72
 12.64; 16.73; 80.36; 74.20; 59.37; 56.71
 12.63; 16.74; 80.36; 74.19; 59.38; 56.70
 12.63; 16.74; 80.35; 74.20; 59.37; 56.70
 12.63; 16.74; 80.34; 74.21; 59.38; 56.70
 12.62; 16.74; 80.35; 74.20; 59.39; 56.70
 12.64; 16.73; 80.34; 74.21; 59.39; 56.70
 12.63; 16.73; 80.34; 74.20; 59.39; 56.71
 12.64; 16.72; 80.33; 74.21; 59.39; 56.71
 12.64; 16.73; 80.34; 74.20; 59.40; 56.70
 12.63; 16.72; 80.34; 74.20; 59.40; 56.70
 12.63; 16.73; 80.33; 74.20; 59.41; 56.70
 12.64; 16.73; 80.32; 74.21; 59.42; 56.68
 12.64; 16.73; 80.31; 74.20; 59.43; 56.69
 12.64; 16.73; 80.32; 74.21; 59.41; 56.69
 12.63; 16.75; 80.31; 74.22; 59.41; 56.68
 12.64; 16.74; 80.31; 74.22; 59.42; 56.67
 12.64; 16.74; 80.31; 74.22; 59.44; 56.67
 12.63; 16.74; 80.31; 74.21; 59.43; 56.68
 12.63; 16.75; 80.30; 74.20; 59.44; 56.68
 12.63; 16.74; 80.30; 74.20; 59.44; 56.69
 12.64; 16.74; 80.30; 74.20; 59.43; 56.70
 12.63; 16.74; 80.30; 74.20; 59.44; 56.69
 12.62; 16.74; 80.29; 74.21; 59.45; 56.69
 12.61; 16.74; 80.30; 74.21; 59.45; 56.68
 12.61; 16.75; 80.30; 74.22; 59.45; 56.67
 12.62; 16.74; 80.30; 74.23; 59.45; 56.66
 12.61; 16.74; 80.30; 74.22; 59.45; 56.67
 12.61; 16.74; 80.32; 74.22; 59.44; 56.67
 12.62; 16.74; 80.31; 74.21; 59.45; 56.67
 12.63; 16.73; 80.31; 74.22; 59.44; 56.67
 12.62; 16.73; 80.31; 74.22; 59.44; 56.68
 12.61; 16.74; 80.32; 74.21; 59.43; 56.69
 12.62; 16.73; 80.33; 74.21; 59.43; 56.68
 12.61; 16.73; 80.33; 74.23; 59.41; 56.68
 12.61; 16.74; 80.34; 74.21; 59.41; 56.69
 12.62; 16.74; 80.33; 74.20; 59.41; 56.70
 12.63; 16.73; 80.33; 74.21; 59.39; 56.71
 12.63; 16.73; 80.31; 74.22; 59.40; 56.70
 12.62; 16.74; 80.31; 74.23; 59.39; 56.71
 12.62; 16.73; 80.31; 74.23; 59.39; 56.72
 12.62; 16.73; 80.31; 74.23; 59.37; 56.72
 12.64; 16.72; 80.31; 74.24; 59.38; 56.71
 12.63; 16.73; 80.31; 74.23; 59.39; 56.71
 12.63; 16.73; 80.32; 74.22; 59.38; 56.72
 12.63; 16.72; 80.33; 74.21; 59.37; 56.73
 12.64; 16.71; 80.33; 74.21; 59.38; 56.73
 12.64; 16.72; 80.32; 74.21; 59.38; 56.73
 12.65; 16.72; 80.33; 74.20; 59.37; 56.73
 12.65; 16.72; 80.33; 74.21; 59.35; 56.73
 12.66; 16.72; 80.33; 74.21; 59.34; 56.74
 12.67; 16.72; 80.33; 74.21; 59.33; 56.74
 12.66; 16.73; 80.33; 74.21; 59.32; 56.74
 12.66; 16.72; 80.34; 74.20; 59.33; 56.75
 12.67; 16.72; 80.33; 74.21; 59.33; 56.74
 12.68; 16.71; 80.33; 74.20; 59.33; 56.74
 12.69; 16.72; 80.33; 74.19; 59.32; 56.75
 12.71; 16.71; 80.34; 74.18; 59.31; 56.75
 12.71; 16.71; 80.33; 74.18; 59.30; 56.75
 12.72; 16.72; 80.33; 74.18; 59.31; 56.75
 12.71; 16.72; 80.33; 74.19; 59.30; 56.75
 12.70; 16.72; 80.33; 74.20; 59.31; 56.74
 12.70; 16.72; 80.34; 74.20; 59.31; 56.73
 12.71; 16.74; 80.33; 74.20; 59.33; 56.71
 12.70; 16.74; 80.33; 74.19; 59.33; 56.70
 12.70; 16.74; 80.33; 74.21; 59.32; 56.70
 12.70; 16.74; 80.33; 74.21; 59.32; 56.70
 12.70; 16.74; 80.33; 74.23; 59.32; 56.68
 12.70; 16.74; 80.34; 74.23; 59.31; 56.68
 12.70; 16.74; 80.34; 74.23; 59.31; 56.68
 12.69; 16.74; 80.34; 74.24; 59.31; 56.69
 12.69; 16.75; 80.32; 74.24; 59.31; 56.68
 12.69; 16.75; 80.33; 74.25; 59.30; 56.68
 12.69; 16.75; 80.32; 74.26; 59.30; 56.67
 12.69; 16.75; 80.34; 74.25; 59.29; 56.68
 12.70; 16.76; 80.32; 74.25; 59.29; 56.67
 12.69; 16.76; 80.32; 74.26; 59.29; 56.67
 12.69; 16.76; 80.32; 74.26; 59.29; 56.67
 12.68; 16.76; 80.32; 74.26; 59.30; 56.67
 12.67; 16.77; 80.32; 74.27; 59.30; 56.65
 12.67; 16.77; 80.33; 74.28; 59.30; 56.65
 12.66; 16.78; 80.32; 74.28; 59.31; 56.65
 12.66; 16.78; 80.33; 74.28; 59.30; 56.65
 12.65; 16.79; 80.33; 74.28; 59.31; 56.64
 12.66; 16.78; 80.34; 74.28; 59.31; 56.64
 12.65; 16.78; 80.34; 74.29; 59.31; 56.64
 12.65; 16.79; 80.35; 74.28; 59.30; 56.64
 12.64; 16.80; 80.33; 74.29; 59.31; 56.62
 12.65; 16.80; 80.33; 74.29; 59.30; 56.64
 12.66; 16.79; 80.33; 74.28; 59.30; 56.64
 12.66; 16.79; 80.34; 74.28; 59.29; 56.63
 12.66; 16.80; 80.33; 74.29; 59.31; 56.61
 12.65; 16.80; 80.34; 74.28; 59.31; 56.62
 12.65; 16.80; 80.34; 74.28; 59.31; 56.62
 12.65; 16.80; 80.35; 74.28; 59.30; 56.62
 12.64; 16.81; 80.34; 74.28; 59.32; 56.60
 12.65; 16.80; 80.35; 74.28; 59.31; 56.61
 12.66; 16.80; 80.35; 74.28; 59.30; 56.61
 12.66; 16.80; 80.36; 74.28; 59.30; 56.61
 12.65; 16.80; 80.37; 74.28; 59.30; 56.61
 12.65; 16.79; 80.37; 74.28; 59.30; 56.61
 12.65; 16.80; 80.37; 74.29; 59.30; 56.60
 12.66; 16.79; 80.37; 74.29; 59.28; 56.61
 12.66; 16.78; 80.37; 74.30; 59.29; 56.61
 12.67; 16.77; 80.38; 74.29; 59.29; 56.59
 12.67; 16.77; 80.38; 74.30; 59.29; 56.59
 12.66; 16.78; 80.39; 74.30; 59.29; 56.59
 12.66; 16.78; 80.39; 74.31; 59.28; 56.58
 12.66; 16.77; 80.39; 74.31; 59.28; 56.58
 12.66; 16.77; 80.39; 74.32; 59.30; 56.57
 12.66; 16.77; 80.39; 74.31; 59.29; 56.58
 12.65; 16.77; 80.39; 74.32; 59.29; 56.58
 12.65; 16.77; 80.39; 74.33; 59.29; 56.57
 12.65; 16.77; 80.39; 74.34; 59.29; 56.57
 12.66; 16.76; 80.39; 74.33; 59.29; 56.58
 12.65; 16.76; 80.39; 74.34; 59.29; 56.58
 12.65; 16.75; 80.38; 74.36; 59.29; 56.57
 12.64; 16.76; 80.37; 74.36; 59.30; 56.56
 12.64; 16.76; 80.37; 74.37; 59.30; 56.57
 12.63; 16.76; 80.36; 74.38; 59.30; 56.57
 12.63; 16.76; 80.36; 74.38; 59.32; 56.56
 12.64; 16.75; 80.36; 74.39; 59.32; 56.55
 12.64; 16.74; 80.36; 74.40; 59.32; 56.55
 12.64; 16.73; 80.34; 74.41; 59.33; 56.54
 12.65; 16.72; 80.34; 74.42; 59.34; 56.53
 12.64; 16.72; 80.34; 74.42; 59.35; 56.53
 12.64; 16.72; 80.34; 74.42; 59.35; 56.53
 12.64; 16.72; 80.35; 74.42; 59.34; 56.54
 12.65; 16.71; 80.35; 74.42; 59.35; 56.53
 12.64; 16.71; 80.34; 74.42; 59.35; 56.53
 12.65; 16.70; 80.34; 74.42; 59.35; 56.55
 12.64; 16.70; 80.34; 74.43; 59.35; 56.54
 12.64; 16.70; 80.34; 74.44; 59.34; 56.55
 12.63; 16.71; 80.34; 74.44; 59.34; 56.54
 12.64; 16.70; 80.33; 74.45; 59.34; 56.55
 12.64; 16.70; 80.34; 74.45; 59.33; 56.55
 12.63; 16.70; 80.34; 74.44; 59.35; 56.54
 12.63; 16.70; 80.35; 74.45; 59.34; 56.54
 12.62; 16.69; 80.34; 74.46; 59.35; 56.53
 12.62; 16.70; 80.34; 74.47; 59.33; 56.54
 12.62; 16.69; 80.34; 74.48; 59.32; 56.54
 12.62; 16.70; 80.35; 74.48; 59.31; 56.55
 12.62; 16.70; 80.36; 74.48; 59.30; 56.55
 12.62; 16.69; 80.36; 74.48; 59.29; 56.56
 12.63; 16.70; 80.37; 74.47; 59.28; 56.55
 12.63; 16.69; 80.36; 74.48; 59.29; 56.54
 12.63; 16.69; 80.36; 74.47; 59.30; 56.54
 12.63; 16.69; 80.36; 74.48; 59.30; 56.54
 12.63; 16.68; 80.36; 74.47; 59.30; 56.55
 12.63; 16.69; 80.36; 74.48; 59.29; 56.55
 12.63; 16.68; 80.37; 74.49; 59.28; 56.55
 12.62; 16.68; 80.37; 74.49; 59.28; 56.55
 12.62; 16.69; 80.38; 74.49; 59.28; 56.56
 12.61; 16.69; 80.37; 74.50; 59.28; 56.56
 12.62; 16.68; 80.37; 74.48; 59.29; 56.55
 12.61; 16.69; 80.37; 74.49; 59.30; 56.54
 12.60; 16.69; 80.37; 74.49; 59.30; 56.55
 12.61; 16.68; 80.38; 74.49; 59.30; 56.55
 12.61; 16.67; 80.38; 74.48; 59.30; 56.56
 12.61; 16.68; 80.39; 74.49; 59.28; 56.56
 12.61; 16.67; 80.39; 74.48; 59.28; 56.56
 12.61; 16.67; 80.39; 74.49; 59.29; 56.55
 12.61; 16.66; 80.39; 74.48; 59.29; 56.56
 12.61; 16.68; 80.39; 74.48; 59.28; 56.57
 12.61; 16.68; 80.40; 74.47; 59.27; 56.56
 12.61; 16.68; 80.40; 74.47; 59.27; 56.57
 12.62; 16.68; 80.40; 74.45; 59.27; 56.58
 12.62; 16.67; 80.39; 74.46; 59.28; 56.58
 12.61; 16.68; 80.39; 74.46; 59.27; 56.59
 12.62; 16.67; 80.40; 74.44; 59.27; 56.60
 12.63; 16.66; 80.41; 74.44; 59.27; 56.60
 12.63; 16.66; 80.41; 74.45; 59.27; 56.59
 12.63; 16.66; 80.42; 74.45; 59.25; 56.59
 12.62; 16.66; 80.42; 74.44; 59.25; 56.60
 12.61; 16.66; 80.42; 74.45; 59.25; 56.60
 12.62; 16.68; 80.42; 74.45; 59.23; 56.60
 12.61; 16.68; 80.42; 74.45; 59.22; 56.61
 12.62; 16.67; 80.43; 74.46; 59.22; 56.59
 12.62; 16.67; 80.43; 74.47; 59.22; 56.59
 12.63; 16.67; 80.44; 74.47; 59.20; 56.59
 12.64; 16.68; 80.44; 74.46; 59.20; 56.60
 12.64; 16.67; 80.43; 74.46; 59.20; 56.59
 12.64; 16.67; 80.43; 74.48; 59.19; 56.59
 12.63; 16.67; 80.44; 74.47; 59.19; 56.60
 12.63; 16.68; 80.45; 74.46; 59.17; 56.60
 12.63; 16.68; 80.45; 74.47; 59.18; 56.60
 12.64; 16.68; 80.44; 74.47; 59.19; 56.58
 12.63; 16.68; 80.44; 74.48; 59.20; 56.57
 12.64; 16.70; 80.44; 74.46; 59.19; 56.57
 12.64; 16.69; 80.43; 74.47; 59.20; 56.57
 12.65; 16.68; 80.42; 74.48; 59.20; 56.57
 12.64; 16.68; 80.43; 74.48; 59.20; 56.57
 12.65; 16.67; 80.44; 74.48; 59.20; 56.57
 12.65; 16.67; 80.44; 74.48; 59.18; 56.57
 12.65; 16.67; 80.44; 74.49; 59.19; 56.56
 12.65; 16.66; 80.45; 74.49; 59.19; 56.56
 12.66; 16.67; 80.46; 74.47; 59.18; 56.57
 12.66; 16.66; 80.46; 74.47; 59.18; 56.56
 12.66; 16.65; 80.46; 74.47; 59.18; 56.57
 12.67; 16.65; 80.46; 74.48; 59.16; 56.57
 12.68; 16.65; 80.47; 74.46; 59.15; 56.59
 12.69; 16.64; 80.46; 74.47; 59.16; 56.58
 12.69; 16.64; 80.46; 74.48; 59.15; 56.58
 12.70; 16.65; 80.45; 74.48; 59.13; 56.59
 12.70; 16.65; 80.47; 74.46; 59.12; 56.59
 12.70; 16.65; 80.45; 74.47; 59.13; 56.60
 12.70; 16.65; 80.45; 74.48; 59.12; 56.60
 12.70; 16.64; 80.45; 74.49; 59.12; 56.60
 12.69; 16.65; 80.46; 74.46; 59.13; 56.60
 12.70; 16.64; 80.46; 74.47; 59.14; 56.60
 12.70; 16.64; 80.45; 74.47; 59.14; 56.59
 12.70; 16.64; 80.45; 74.47; 59.14; 56.60
 12.69; 16.64; 80.46; 74.45; 59.14; 56.61
 12.69; 16.64; 80.46; 74.47; 59.14; 56.60
 12.69; 16.63; 80.46; 74.47; 59.14; 56.61
 12.69; 16.63; 80.46; 74.47; 59.15; 56.60
 12.69; 16.63; 80.47; 74.45; 59.15; 56.61
 12.70; 16.62; 80.48; 74.45; 59.15; 56.61
 12.71; 16.62; 80.48; 74.46; 59.14; 56.60
 12.71; 16.62; 80.47; 74.47; 59.14; 56.59
 12.70; 16.62; 80.47; 74.47; 59.15; 56.59
 12.69; 16.63; 80.47; 74.48; 59.15; 56.58
 12.68; 16.63; 80.46; 74.48; 59.16; 56.58
 12.68; 16.63; 80.45; 74.48; 59.18; 56.58
 12.69; 16.63; 80.45; 74.48; 59.19; 56.57
 12.69; 16.62; 80.44; 74.48; 59.20; 56.56
 12.68; 16.62; 80.44; 74.48; 59.21; 56.57
 12.68; 16.62; 80.44; 74.48; 59.20; 56.57
 12.68; 16.62; 80.43; 74.49; 59.22; 56.57
 12.67; 16.62; 80.43; 74.48; 59.23; 56.56
 12.67; 16.63; 80.43; 74.48; 59.23; 56.56
 12.67; 16.64; 80.42; 74.49; 59.22; 56.56
 12.68; 16.63; 80.41; 74.49; 59.22; 56.57
 12.68; 16.63; 80.40; 74.49; 59.22; 56.57
 12.68; 16.63; 80.41; 74.49; 59.22; 56.56
 12.68; 16.63; 80.40; 74.50; 59.23; 56.55
 12.67; 16.63; 80.40; 74.50; 59.24; 56.56
 12.67; 16.63; 80.40; 74.50; 59.23; 56.56
 12.67; 16.63; 80.40; 74.51; 59.23; 56.56
 12.67; 16.64; 80.40; 74.51; 59.22; 56.56
 12.66; 16.64; 80.40; 74.51; 59.23; 56.56
 12.67; 16.63; 80.41; 74.51; 59.23; 56.56
 12.67; 16.63; 80.40; 74.51; 59.23; 56.57
 12.66; 16.63; 80.40; 74.51; 59.23; 56.56
 12.67; 16.62; 80.40; 74.50; 59.23; 56.57
 12.67; 16.63; 80.39; 74.51; 59.24; 56.56
 12.66; 16.64; 80.39; 74.50; 59.25; 56.57
 12.66; 16.65; 80.38; 74.51; 59.24; 56.57
 12.67; 16.64; 80.37; 74.51; 59.25; 56.56
 12.66; 16.64; 80.37; 74.50; 59.27; 56.56
 12.66; 16.63; 80.37; 74.51; 59.26; 56.57
 12.66; 16.64; 80.37; 74.51; 59.27; 56.56
 12.65; 16.64; 80.37; 74.52; 59.26; 56.56
 12.65; 16.64; 80.37; 74.52; 59.27; 56.55
 12.64; 16.64; 80.37; 74.52; 59.28; 56.55
 12.64; 16.64; 80.37; 74.53; 59.28; 56.54
 12.64; 16.65; 80.36; 74.53; 59.29; 56.54
 12.63; 16.65; 80.35; 74.54; 59.28; 56.54
 12.63; 16.65; 80.35; 74.54; 59.28; 56.54
 12.63; 16.65; 80.35; 74.55; 59.29; 56.54
 12.62; 16.65; 80.34; 74.55; 59.30; 56.54
 12.62; 16.65; 80.33; 74.56; 59.30; 56.53
 12.63; 16.65; 80.33; 74.56; 59.29; 56.53
 12.64; 16.65; 80.33; 74.56; 59.29; 56.53
 12.64; 16.65; 80.32; 74.57; 59.30; 56.53
 12.63; 16.66; 80.32; 74.56; 59.31; 56.52
 12.63; 16.66; 80.33; 74.56; 59.30; 56.53
 12.63; 16.67; 80.33; 74.56; 59.29; 56.53
 12.63; 16.67; 80.32; 74.56; 59.30; 56.52
 12.63; 16.67; 80.32; 74.56; 59.29; 56.53
 12.65; 16.68; 80.33; 74.53; 59.28; 56.53
 12.65; 16.68; 80.32; 74.54; 59.29; 56.51
 12.65; 16.68; 80.32; 74.55; 59.29; 56.51
 12.65; 16.68; 80.31; 74.55; 59.31; 56.50
 12.67; 16.68; 80.31; 74.54; 59.29; 56.51
 12.66; 16.68; 80.31; 74.54; 59.29; 56.51
 12.66; 16.68; 80.31; 74.55; 59.29; 56.50
 12.65; 16.68; 80.31; 74.56; 59.30; 56.50
 12.67; 16.69; 80.29; 74.55; 59.29; 56.51
 12.67; 16.69; 80.29; 74.54; 59.30; 56.52
 12.67; 16.69; 80.28; 74.54; 59.29; 56.52
 12.66; 16.69; 80.29; 74.53; 59.30; 56.52
 12.65; 16.70; 80.28; 74.54; 59.30; 56.53
 12.65; 16.72; 80.27; 74.55; 59.31; 56.51
 12.65; 16.71; 80.26; 74.55; 59.32; 56.51
 12.64; 16.71; 80.26; 74.56; 59.32; 56.50
 12.65; 16.71; 80.25; 74.55; 59.33; 56.51
 12.64; 16.73; 80.25; 74.55; 59.32; 56.51
 12.64; 16.72; 80.24; 74.56; 59.32; 56.51
 12.64; 16.72; 80.25; 74.56; 59.32; 56.50
 12.65; 16.72; 80.25; 74.56; 59.34; 56.50
 12.64; 16.72; 80.25; 74.55; 59.34; 56.49
 12.64; 16.72; 80.24; 74.56; 59.34; 56.50
 12.64; 16.73; 80.23; 74.56; 59.34; 56.50
 12.65; 16.72; 80.22; 74.56; 59.34; 56.51
 12.65; 16.72; 80.22; 74.55; 59.33; 56.52
 12.65; 16.73; 80.22; 74.56; 59.33; 56.52
 12.65; 16.72; 80.21; 74.56; 59.34; 56.51
 12.66; 16.72; 80.20; 74.57; 59.33; 56.52
 12.67; 16.72; 80.20; 74.58; 59.33; 56.51
 12.66; 16.72; 80.20; 74.57; 59.34; 56.51
 12.65; 16.72; 80.20; 74.56; 59.33; 56.53
 12.65; 16.72; 80.21; 74.56; 59.33; 56.53
 12.66; 16.72; 80.21; 74.56; 59.32; 56.52
 12.66; 16.72; 80.21; 74.57; 59.31; 56.52
 12.67; 16.72; 80.21; 74.56; 59.30; 56.53
 12.67; 16.73; 80.21; 74.56; 59.32; 56.52
 12.68; 16.73; 80.20; 74.56; 59.30; 56.52
 12.68; 16.74; 80.20; 74.56; 59.30; 56.53
 12.68; 16.73; 80.21; 74.56; 59.30; 56.52
 12.68; 16.73; 80.22; 74.55; 59.30; 56.52
 12.68; 16.73; 80.22; 74.55; 59.30; 56.52
 12.68; 16.74; 80.21; 74.56; 59.29; 56.51
 12.68; 16.74; 80.22; 74.55; 59.30; 56.51
 12.69; 16.73; 80.22; 74.55; 59.30; 56.51
 12.71; 16.73; 80.22; 74.54; 59.29; 56.52
 12.71; 16.72; 80.22; 74.55; 59.28; 56.51
 12.72; 16.71; 80.22; 74.56; 59.27; 56.51
 12.72; 16.72; 80.23; 74.56; 59.26; 56.52
 12.73; 16.71; 80.23; 74.56; 59.26; 56.51
 12.73; 16.72; 80.22; 74.56; 59.26; 56.51
 12.73; 16.72; 80.22; 74.55; 59.26; 56.52
 12.72; 16.73; 80.23; 74.53; 59.26; 56.53
 12.73; 16.72; 80.23; 74.54; 59.26; 56.51
 12.73; 16.75; 80.21; 74.55; 59.24; 56.52
 12.73; 16.74; 80.22; 74.54; 59.24; 56.52
 12.74; 16.75; 80.22; 74.54; 59.24; 56.52
 12.74; 16.75; 80.21; 74.55; 59.23; 56.53
 12.75; 16.74; 80.22; 74.54; 59.22; 56.53
 12.74; 16.75; 80.22; 74.54; 59.22; 56.54
 12.74; 16.76; 80.22; 74.53; 59.21; 56.54
 12.74; 16.76; 80.23; 74.54; 59.20; 56.54
 12.73; 16.76; 80.23; 74.54; 59.20; 56.53
 12.73; 16.76; 80.24; 74.54; 59.20; 56.54
 12.72; 16.76; 80.24; 74.53; 59.20; 56.54
 12.72; 16.76; 80.24; 74.54; 59.19; 56.54
 12.73; 16.77; 80.25; 74.54; 59.18; 56.54
 12.73; 16.77; 80.25; 74.53; 59.18; 56.54
 12.72; 16.77; 80.24; 74.53; 59.19; 56.54
 12.73; 16.76; 80.25; 74.53; 59.19; 56.54
 12.72; 16.76; 80.25; 74.53; 59.19; 56.53
 12.73; 16.77; 80.25; 74.52; 59.19; 56.54
 12.72; 16.77; 80.24; 74.53; 59.20; 56.53
 12.73; 16.77; 80.25; 74.53; 59.19; 56.53
 12.73; 16.77; 80.25; 74.54; 59.19; 56.52
 12.73; 16.77; 80.25; 74.54; 59.18; 56.53
 12.73; 16.77; 80.25; 74.54; 59.18; 56.52
 12.74; 16.76; 80.25; 74.55; 59.18; 56.53
 12.74; 16.76; 80.25; 74.54; 59.19; 56.52
 12.74; 16.76; 80.25; 74.54; 59.20; 56.52
 12.74; 16.75; 80.24; 74.54; 59.20; 56.52
 12.75; 16.76; 80.24; 74.56; 59.19; 56.51
 12.75; 16.75; 80.24; 74.56; 59.19; 56.50
 12.74; 16.76; 80.25; 74.57; 59.18; 56.50
 12.74; 16.76; 80.25; 74.57; 59.19; 56.50
 12.74; 16.75; 80.25; 74.57; 59.19; 56.50
 12.74; 16.75; 80.25; 74.57; 59.19; 56.50
 12.74; 16.75; 80.26; 74.56; 59.20; 56.49
 12.74; 16.75; 80.26; 74.56; 59.20; 56.49
 12.75; 16.75; 80.27; 74.57; 59.18; 56.49
 12.74; 16.76; 80.27; 74.57; 59.17; 56.49
 12.74; 16.76; 80.27; 74.57; 59.18; 56.48
 12.73; 16.76; 80.26; 74.58; 59.19; 56.47
 12.74; 16.76; 80.26; 74.58; 59.18; 56.47
 12.74; 16.77; 80.26; 74.59; 59.18; 56.47
 12.73; 16.77; 80.26; 74.58; 59.19; 56.47
 12.74; 16.77; 80.26; 74.58; 59.19; 56.47
 12.74; 16.76; 80.27; 74.59; 59.18; 56.47
 12.75; 16.75; 80.27; 74.60; 59.18; 56.46
 12.75; 16.76; 80.26; 74.60; 59.18; 56.46
 12.76; 16.75; 80.26; 74.61; 59.18; 56.45
 12.75; 16.75; 80.26; 74.61; 59.18; 56.44
 12.75; 16.75; 80.26; 74.61; 59.19; 56.44
 12.75; 16.76; 80.27; 74.61; 59.17; 56.44
 12.75; 16.75; 80.27; 74.61; 59.17; 56.44
 12.75; 16.75; 80.27; 74.62; 59.17; 56.44
 12.76; 16.74; 80.27; 74.62; 59.17; 56.44
 12.75; 16.75; 80.27; 74.63; 59.16; 56.43
 12.75; 16.75; 80.26; 74.62; 59.18; 56.43
 12.75; 16.75; 80.26; 74.63; 59.18; 56.44
 12.74; 16.76; 80.25; 74.64; 59.18; 56.43
 12.75; 16.75; 80.26; 74.63; 59.17; 56.44
 12.74; 16.76; 80.26; 74.62; 59.17; 56.44
 12.74; 16.76; 80.26; 74.63; 59.17; 56.44
 12.74; 16.76; 80.26; 74.64; 59.17; 56.43
 12.75; 16.76; 80.26; 74.64; 59.16; 56.43
 12.75; 16.75; 80.26; 74.65; 59.16; 56.43
 12.74; 16.75; 80.25; 74.64; 59.18; 56.43
 12.74; 16.76; 80.25; 74.65; 59.18; 56.42
 12.74; 16.75; 80.25; 74.64; 59.18; 56.42
 12.74; 16.75; 80.25; 74.64; 59.18; 56.43
 12.73; 16.75; 80.25; 74.65; 59.19; 56.43
 12.73; 16.75; 80.24; 74.66; 59.20; 56.43
 12.73; 16.74; 80.24; 74.66; 59.20; 56.43
 12.74; 16.74; 80.24; 74.66; 59.20; 56.42
 12.74; 16.75; 80.24; 74.66; 59.20; 56.42
 12.75; 16.75; 80.22; 74.67; 59.21; 56.41
 12.75; 16.75; 80.23; 74.67; 59.20; 56.40
 12.74; 16.76; 80.22; 74.67; 59.20; 56.41
 12.74; 16.76; 80.22; 74.68; 59.19; 56.40
 12.74; 16.76; 80.21; 74.69; 59.20; 56.40
 12.75; 16.76; 80.21; 74.69; 59.20; 56.39
 12.75; 16.76; 80.22; 74.67; 59.19; 56.40
 12.75; 16.76; 80.22; 74.68; 59.20; 56.39
 12.75; 16.76; 80.22; 74.68; 59.21; 56.38
 12.76; 16.76; 80.22; 74.67; 59.20; 56.38
 12.76; 16.77; 80.23; 74.66; 59.20; 56.39
 12.76; 16.77; 80.24; 74.66; 59.20; 56.38
 12.76; 16.76; 80.22; 74.67; 59.21; 56.37
 12.78; 16.76; 80.22; 74.68; 59.20; 56.37
 12.78; 16.76; 80.22; 74.69; 59.19; 56.37
 12.77; 16.76; 80.22; 74.68; 59.20; 56.36
 12.77; 16.76; 80.21; 74.69; 59.20; 56.36
 12.78; 16.76; 80.21; 74.69; 59.22; 56.35
 12.77; 16.76; 80.22; 74.69; 59.22; 56.34
 12.77; 16.76; 80.22; 74.69; 59.22; 56.33
 12.76; 16.77; 80.21; 74.70; 59.23; 56.33
 12.77; 16.76; 80.22; 74.70; 59.23; 56.33
 12.76; 16.76; 80.22; 74.69; 59.23; 56.33
 12.76; 16.77; 80.23; 74.68; 59.23; 56.33
 12.77; 16.77; 80.23; 74.68; 59.24; 56.32
 12.77; 16.77; 80.23; 74.68; 59.24; 56.31
 12.76; 16.78; 80.22; 74.68; 59.25; 56.32
 12.76; 16.77; 80.22; 74.67; 59.25; 56.32
 12.77; 16.76; 80.22; 74.67; 59.25; 56.32
 12.77; 16.76; 80.22; 74.68; 59.25; 56.32
 12.76; 16.77; 80.21; 74.68; 59.25; 56.33
 12.76; 16.76; 80.20; 74.69; 59.27; 56.32
