AntiSquid;Baseline1;Baseline2;Chad;Coac;Conrisc;Fabbiamo;Marasbot;ProphetCoac;ReinforcedGreediness;UJIAgent1;UJIAgent2;UJIAgent3
 45.41; 22.61; 26.81; 80.22; 83.71; 33.61; 40.91; 57.22; 57.21; 61.82; 42.13; 54.59; 43.76
 45.38; 22.62; 26.77; 80.26; 83.65; 33.59; 40.91; 57.28; 57.23; 61.86; 42.14; 54.52; 43.79
 45.38; 22.65; 26.72; 80.25; 83.63; 33.57; 40.84; 57.39; 57.32; 61.86; 42.08; 54.52; 43.80
 45.30; 22.62; 26.77; 80.25; 83.63; 33.75; 40.74; 57.45; 57.30; 61.90; 42.00; 54.50; 43.79
 45.31; 22.61; 26.68; 80.28; 83.63; 33.72; 40.67; 57.49; 57.23; 61.89; 42.06; 54.56; 43.88
 45.27; 22.59; 26.81; 80.32; 83.66; 33.76; 40.65; 57.50; 57.18; 61.75; 41.96; 54.58; 43.99
 45.31; 22.52; 26.80; 80.35; 83.59; 33.76; 40.62; 57.56; 57.20; 61.76; 41.90; 54.57; 44.07
 45.39; 22.45; 26.83; 80.30; 83.58; 33.78; 40.61; 57.52; 57.24; 61.80; 41.82; 54.53; 44.14
 45.43; 22.37; 26.88; 80.18; 83.60; 33.79; 40.55; 57.49; 57.37; 61.78; 41.82; 54.49; 44.24
 45.47; 22.36; 26.89; 80.22; 83.62; 33.75; 40.44; 57.53; 57.43; 61.71; 41.82; 54.51; 44.25
 45.41; 22.36; 26.90; 80.25; 83.62; 33.81; 40.41; 57.55; 57.47; 61.66; 41.91; 54.51; 44.14
 45.49; 22.39; 26.86; 80.27; 83.66; 33.83; 40.38; 57.63; 57.45; 61.60; 41.82; 54.55; 44.09
 45.44; 22.36; 26.98; 80.30; 83.67; 33.90; 40.42; 57.65; 57.50; 61.55; 41.69; 54.49; 44.06
 45.38; 22.33; 26.91; 80.33; 83.69; 33.92; 40.43; 57.70; 57.46; 61.52; 41.70; 54.52; 44.11
 45.44; 22.25; 26.85; 80.33; 83.67; 33.93; 40.51; 57.68; 57.43; 61.52; 41.72; 54.45; 44.23
 45.42; 22.25; 26.84; 80.23; 83.69; 33.87; 40.51; 57.63; 57.58; 61.51; 41.76; 54.48; 44.24
 45.43; 22.17; 26.81; 80.26; 83.70; 33.91; 40.48; 57.74; 57.58; 61.51; 41.70; 54.52; 44.19
 45.46; 22.14; 26.86; 80.24; 83.68; 33.90; 40.45; 57.80; 57.57; 61.52; 41.70; 54.52; 44.16
 45.50; 22.17; 26.87; 80.18; 83.66; 33.94; 40.44; 57.86; 57.54; 61.50; 41.59; 54.57; 44.18
 45.50; 22.15; 26.96; 80.23; 83.68; 33.97; 40.44; 57.82; 57.56; 61.45; 41.48; 54.50; 44.26
 45.49; 22.13; 26.97; 80.24; 83.73; 33.97; 40.36; 57.84; 57.45; 61.49; 41.41; 54.51; 44.42
 45.49; 22.05; 27.01; 80.24; 83.66; 33.95; 40.36; 57.83; 57.49; 61.55; 41.43; 54.46; 44.49
 45.45; 22.02; 27.02; 80.16; 83.68; 33.91; 40.39; 57.72; 57.60; 61.54; 41.47; 54.47; 44.57
 45.51; 21.98; 27.08; 80.12; 83.64; 33.85; 40.32; 57.83; 57.64; 61.51; 41.42; 54.53; 44.58
 45.55; 22.01; 27.00; 80.13; 83.64; 33.82; 40.38; 57.83; 57.59; 61.55; 41.45; 54.56; 44.49
 45.60; 22.08; 26.96; 80.13; 83.69; 33.76; 40.38; 57.80; 57.47; 61.57; 41.45; 54.58; 44.54
 45.66; 22.02; 27.09; 80.18; 83.74; 33.81; 40.37; 57.77; 57.46; 61.50; 41.35; 54.50; 44.56
 45.66; 21.98; 27.08; 80.19; 83.77; 33.86; 40.36; 57.75; 57.39; 61.50; 41.31; 54.52; 44.63
 45.60; 21.94; 27.07; 80.15; 83.72; 33.86; 40.47; 57.68; 57.43; 61.52; 41.32; 54.48; 44.75
 45.66; 21.92; 27.10; 80.04; 83.74; 33.79; 40.55; 57.63; 57.50; 61.51; 41.30; 54.48; 44.79
 45.69; 21.93; 27.09; 80.09; 83.77; 33.77; 40.46; 57.65; 57.52; 61.53; 41.27; 54.45; 44.77
 45.66; 21.98; 27.12; 80.02; 83.77; 33.82; 40.49; 57.71; 57.56; 61.48; 41.33; 54.36; 44.72
 45.75; 22.03; 27.04; 80.01; 83.78; 33.83; 40.49; 57.66; 57.51; 61.47; 41.29; 54.37; 44.76
 45.73; 21.99; 27.12; 80.06; 83.83; 33.85; 40.48; 57.66; 57.57; 61.37; 41.19; 54.37; 44.78
 45.71; 21.98; 27.14; 80.11; 83.81; 33.86; 40.47; 57.75; 57.47; 61.37; 41.18; 54.34; 44.81
 45.77; 21.94; 27.20; 80.11; 83.79; 33.88; 40.51; 57.70; 57.49; 61.38; 41.11; 54.30; 44.83
 45.82; 21.89; 27.23; 80.09; 83.83; 33.84; 40.51; 57.64; 57.59; 61.35; 41.13; 54.25; 44.85
 45.82; 21.87; 27.25; 80.12; 83.84; 33.82; 40.58; 57.66; 57.68; 61.33; 41.10; 54.15; 44.79
 45.72; 21.86; 27.24; 80.15; 83.81; 33.84; 40.57; 57.73; 57.70; 61.39; 41.13; 54.12; 44.76
 45.70; 21.91; 27.23; 80.11; 83.82; 33.89; 40.54; 57.76; 57.55; 61.41; 41.12; 54.17; 44.80
 45.70; 21.94; 27.29; 80.19; 83.84; 33.90; 40.58; 57.80; 57.57; 61.36; 41.02; 54.07; 44.75
 45.67; 21.85; 27.30; 80.20; 83.85; 33.93; 40.55; 57.87; 57.54; 61.42; 40.97; 54.02; 44.84
 45.58; 21.85; 27.34; 80.15; 83.85; 33.93; 40.57; 57.84; 57.60; 61.45; 40.94; 53.98; 44.93
 45.62; 21.79; 27.38; 80.08; 83.91; 33.90; 40.61; 57.74; 57.66; 61.44; 41.00; 53.97; 44.92
 45.65; 21.82; 27.40; 80.09; 83.94; 33.88; 40.58; 57.74; 57.70; 61.41; 40.98; 53.94; 44.87
 45.59; 21.88; 27.41; 80.07; 83.97; 33.89; 40.58; 57.79; 57.64; 61.42; 41.08; 53.90; 44.77
 45.65; 21.96; 27.43; 80.03; 84.04; 33.89; 40.59; 57.78; 57.57; 61.44; 41.00; 53.89; 44.73
 45.64; 21.96; 27.52; 80.05; 84.10; 33.92; 40.62; 57.75; 57.61; 61.38; 40.88; 53.86; 44.73
 45.57; 21.97; 27.46; 80.07; 84.10; 33.97; 40.61; 57.80; 57.53; 61.36; 40.88; 53.86; 44.82
 45.61; 21.92; 27.50; 80.01; 84.03; 33.91; 40.68; 57.74; 57.52; 61.43; 40.83; 53.89; 44.94
 45.61; 21.91; 27.43; 79.92; 84.09; 33.93; 40.75; 57.64; 57.62; 61.42; 40.84; 53.89; 44.96
 45.64; 21.88; 27.42; 79.94; 84.10; 33.96; 40.71; 57.68; 57.64; 61.39; 40.81; 53.89; 44.96
 45.64; 21.84; 27.39; 79.95; 84.05; 34.02; 40.74; 57.69; 57.62; 61.43; 40.78; 53.94; 44.90
 45.63; 21.84; 27.39; 80.01; 84.05; 34.00; 40.73; 57.73; 57.60; 61.43; 40.75; 53.96; 44.90
 45.58; 21.80; 27.50; 80.04; 84.09; 33.98; 40.73; 57.75; 57.58; 61.41; 40.63; 53.93; 44.99
 45.55; 21.78; 27.53; 80.07; 84.12; 33.96; 40.72; 57.78; 57.51; 61.44; 40.58; 53.91; 45.05
 45.53; 21.75; 27.55; 80.08; 84.10; 33.98; 40.79; 57.70; 57.52; 61.49; 40.57; 53.82; 45.12
 45.58; 21.74; 27.54; 80.01; 84.15; 33.96; 40.85; 57.66; 57.57; 61.48; 40.53; 53.79; 45.14
 45.51; 21.68; 27.50; 80.02; 84.16; 33.97; 40.81; 57.69; 57.64; 61.48; 40.53; 53.84; 45.17
 45.43; 21.66; 27.50; 80.04; 84.13; 34.03; 40.80; 57.76; 57.67; 61.49; 40.60; 53.78; 45.13
 45.45; 21.73; 27.51; 80.05; 84.15; 34.01; 40.75; 57.74; 57.69; 61.49; 40.51; 53.78; 45.13
 45.45; 21.68; 27.58; 80.08; 84.20; 34.07; 40.76; 57.76; 57.66; 61.42; 40.42; 53.75; 45.18
 45.45; 21.68; 27.61; 80.07; 84.16; 34.10; 40.73; 57.78; 57.56; 61.48; 40.34; 53.83; 45.21
 45.51; 21.68; 27.63; 80.04; 84.15; 34.15; 40.75; 57.71; 57.59; 61.49; 40.25; 53.81; 45.26
 45.53; 21.66; 27.64; 79.95; 84.20; 34.16; 40.80; 57.65; 57.67; 61.42; 40.24; 53.89; 45.22
 45.54; 21.62; 27.69; 79.97; 84.20; 34.15; 40.75; 57.69; 57.73; 61.40; 40.18; 53.86; 45.19
 45.44; 21.58; 27.73; 79.95; 84.20; 34.23; 40.79; 57.70; 57.69; 61.50; 40.26; 53.82; 45.13
 45.44; 21.65; 27.67; 79.97; 84.19; 34.24; 40.76; 57.67; 57.68; 61.50; 40.19; 53.88; 45.16
 45.46; 21.62; 27.78; 80.01; 84.22; 34.27; 40.82; 57.64; 57.67; 61.43; 40.12; 53.81; 45.16
 45.44; 21.61; 27.80; 80.04; 84.20; 34.31; 40.75; 57.61; 57.62; 61.45; 40.07; 53.85; 45.24
 45.42; 21.55; 27.76; 80.03; 84.21; 34.30; 40.82; 57.60; 57.67; 61.45; 40.00; 53.85; 45.33
 45.48; 21.53; 27.72; 80.03; 84.24; 34.29; 40.83; 57.51; 57.76; 61.38; 40.02; 53.85; 45.35
 45.45; 21.52; 27.77; 80.06; 84.24; 34.31; 40.88; 57.53; 57.69; 61.43; 39.95; 53.84; 45.34
 45.54; 21.53; 27.79; 80.07; 84.22; 34.31; 40.87; 57.45; 57.62; 61.42; 40.01; 53.89; 45.30
 45.58; 21.55; 27.75; 80.04; 84.25; 34.35; 40.84; 57.41; 57.62; 61.44; 40.03; 53.84; 45.30
 45.58; 21.51; 27.77; 80.09; 84.27; 34.36; 40.89; 57.34; 57.52; 61.52; 39.98; 53.86; 45.32
 45.58; 21.49; 27.73; 80.09; 84.21; 34.30; 40.89; 57.28; 57.61; 61.50; 40.06; 53.92; 45.34
 45.53; 21.49; 27.71; 80.11; 84.22; 34.29; 40.92; 57.27; 57.63; 61.52; 40.06; 53.90; 45.34
 45.50; 21.50; 27.71; 80.07; 84.25; 34.34; 40.97; 57.26; 57.69; 61.40; 40.02; 53.96; 45.34
 45.52; 21.48; 27.81; 80.06; 84.26; 34.38; 40.96; 57.28; 57.60; 61.40; 40.01; 53.96; 45.28
 45.46; 21.48; 27.81; 80.09; 84.27; 34.37; 41.00; 57.27; 57.55; 61.39; 40.08; 53.98; 45.26
 45.52; 21.51; 27.83; 80.03; 84.28; 34.37; 40.95; 57.20; 57.52; 61.41; 40.11; 54.01; 45.27
 45.56; 21.45; 27.84; 80.03; 84.28; 34.38; 40.98; 57.19; 57.55; 61.41; 40.00; 54.05; 45.29
 45.58; 21.45; 27.80; 80.05; 84.30; 34.29; 41.07; 57.12; 57.51; 61.43; 40.05; 54.08; 45.28
 45.53; 21.46; 27.79; 80.11; 84.27; 34.30; 41.15; 57.11; 57.50; 61.39; 40.04; 54.07; 45.28
 45.52; 21.47; 27.82; 80.06; 84.33; 34.35; 41.14; 57.10; 57.56; 61.35; 39.99; 54.05; 45.25
 45.49; 21.48; 27.87; 80.07; 84.34; 34.38; 41.12; 57.08; 57.54; 61.38; 39.98; 54.07; 45.21
 45.54; 21.51; 27.91; 80.10; 84.32; 34.35; 41.09; 57.00; 57.47; 61.39; 40.05; 54.07; 45.23
 45.55; 21.53; 27.90; 80.12; 84.34; 34.39; 41.09; 56.92; 57.49; 61.40; 40.04; 54.08; 45.15
 45.58; 21.50; 27.92; 80.13; 84.33; 34.42; 41.11; 56.91; 57.40; 61.42; 40.00; 54.11; 45.16
 45.53; 21.49; 27.90; 80.17; 84.28; 34.38; 41.15; 56.86; 57.42; 61.43; 40.05; 54.17; 45.19
 45.54; 21.57; 27.85; 80.19; 84.26; 34.33; 41.17; 56.89; 57.44; 61.40; 40.03; 54.18; 45.15
 45.54; 21.61; 27.85; 80.14; 84.32; 34.37; 41.14; 56.91; 57.48; 61.38; 39.96; 54.17; 45.14
 45.53; 21.56; 27.90; 80.15; 84.33; 34.41; 41.14; 56.87; 57.44; 61.41; 39.94; 54.19; 45.13
 45.54; 21.53; 27.96; 80.17; 84.31; 34.36; 41.16; 56.83; 57.41; 61.39; 39.97; 54.25; 45.11
 45.57; 21.52; 27.96; 80.18; 84.31; 34.43; 41.17; 56.80; 57.37; 61.41; 39.98; 54.25; 45.06
 45.53; 21.50; 27.98; 80.20; 84.32; 34.41; 41.19; 56.82; 57.32; 61.44; 39.96; 54.26; 45.07
 45.47; 21.51; 27.94; 80.24; 84.34; 34.40; 41.22; 56.74; 57.31; 61.49; 39.98; 54.28; 45.10
 45.47; 21.48; 27.92; 80.28; 84.36; 34.41; 41.29; 56.73; 57.28; 61.45; 39.97; 54.29; 45.08
 45.40; 21.52; 27.94; 80.24; 84.40; 34.44; 41.26; 56.75; 57.37; 61.44; 39.92; 54.25; 45.08
 45.39; 21.55; 27.95; 80.27; 84.40; 34.52; 41.26; 56.78; 57.24; 61.47; 39.87; 54.23; 45.07
 45.38; 21.57; 27.98; 80.27; 84.35; 34.50; 41.21; 56.81; 57.20; 61.46; 39.89; 54.31; 45.06
 45.43; 21.58; 27.96; 80.28; 84.38; 34.55; 41.20; 56.79; 57.11; 61.49; 39.90; 54.31; 45.02
 45.51; 21.54; 27.96; 80.32; 84.42; 34.55; 41.23; 56.80; 57.02; 61.53; 39.83; 54.27; 45.02
 45.50; 21.54; 27.93; 80.31; 84.38; 34.50; 41.27; 56.76; 57.06; 61.56; 39.89; 54.25; 45.04
 45.50; 21.56; 27.91; 80.36; 84.39; 34.46; 41.31; 56.81; 57.07; 61.57; 39.85; 54.19; 45.03
 45.45; 21.56; 27.91; 80.33; 84.42; 34.47; 41.32; 56.80; 57.16; 61.54; 39.79; 54.23; 45.02
 45.46; 21.56; 27.94; 80.37; 84.43; 34.48; 41.36; 56.78; 57.06; 61.57; 39.78; 54.26; 44.96
 45.48; 21.56; 28.00; 80.36; 84.40; 34.46; 41.35; 56.77; 57.05; 61.55; 39.81; 54.27; 44.94
 45.47; 21.57; 27.99; 80.37; 84.42; 34.51; 41.34; 56.73; 57.03; 61.59; 39.80; 54.28; 44.90
 45.49; 21.56; 27.98; 80.37; 84.44; 34.46; 41.39; 56.73; 57.01; 61.58; 39.76; 54.30; 44.94
 45.44; 21.58; 27.90; 80.40; 84.43; 34.47; 41.43; 56.65; 57.03; 61.60; 39.82; 54.27; 44.99
 45.39; 21.57; 27.89; 80.43; 84.42; 34.50; 41.43; 56.70; 57.02; 61.59; 39.82; 54.24; 44.99
 45.37; 21.56; 27.92; 80.33; 84.47; 34.56; 41.42; 56.73; 57.09; 61.54; 39.76; 54.28; 44.97
 45.37; 21.54; 27.99; 80.33; 84.48; 34.56; 41.45; 56.73; 57.04; 61.57; 39.78; 54.23; 44.94
 45.41; 21.60; 28.02; 80.35; 84.48; 34.50; 41.41; 56.71; 56.98; 61.54; 39.84; 54.23; 44.93
 45.44; 21.64; 28.05; 80.35; 84.49; 34.60; 41.37; 56.68; 56.96; 61.55; 39.77; 54.24; 44.88
 45.44; 21.63; 28.08; 80.37; 84.51; 34.55; 41.37; 56.68; 56.95; 61.55; 39.72; 54.27; 44.89
 45.40; 21.65; 28.07; 80.34; 84.51; 34.52; 41.41; 56.64; 56.96; 61.56; 39.77; 54.23; 44.95
 45.33; 21.66; 28.05; 80.35; 84.50; 34.57; 41.48; 56.69; 56.94; 61.57; 39.73; 54.20; 44.94
 45.38; 21.68; 28.09; 80.29; 84.54; 34.54; 41.48; 56.67; 57.00; 61.53; 39.66; 54.23; 44.91
 45.42; 21.67; 28.12; 80.33; 84.49; 34.58; 41.52; 56.63; 56.95; 61.57; 39.63; 54.22; 44.88
 45.48; 21.69; 28.16; 80.35; 84.44; 34.52; 41.49; 56.65; 56.88; 61.58; 39.66; 54.22; 44.89
 45.47; 21.71; 28.16; 80.37; 84.43; 34.55; 41.53; 56.63; 56.88; 61.58; 39.66; 54.18; 44.86
 45.50; 21.67; 28.14; 80.41; 84.43; 34.58; 41.53; 56.56; 56.86; 61.62; 39.61; 54.18; 44.91
 45.50; 21.66; 28.12; 80.39; 84.41; 34.54; 41.57; 56.52; 56.94; 61.61; 39.64; 54.14; 44.97
 45.49; 21.64; 28.06; 80.44; 84.43; 34.53; 41.60; 56.54; 56.93; 61.64; 39.64; 54.12; 44.96
 45.49; 21.61; 28.10; 80.38; 84.42; 34.57; 41.59; 56.54; 57.00; 61.60; 39.52; 54.14; 45.03
 45.47; 21.66; 28.10; 80.43; 84.42; 34.62; 41.60; 56.54; 56.94; 61.64; 39.46; 54.13; 44.97
 45.46; 21.68; 28.09; 80.44; 84.42; 34.60; 41.57; 56.55; 56.86; 61.64; 39.53; 54.17; 44.99
 45.48; 21.72; 28.13; 80.48; 84.40; 34.64; 41.53; 56.49; 56.80; 61.63; 39.54; 54.18; 44.98
 45.49; 21.69; 28.11; 80.49; 84.42; 34.62; 41.57; 56.43; 56.77; 61.65; 39.47; 54.26; 45.02
 45.50; 21.70; 28.09; 80.50; 84.42; 34.56; 41.56; 56.38; 56.76; 61.64; 39.55; 54.29; 45.06
 45.49; 21.72; 28.06; 80.53; 84.45; 34.49; 41.59; 56.42; 56.77; 61.62; 39.57; 54.24; 45.05
 45.47; 21.76; 28.06; 80.50; 84.49; 34.51; 41.59; 56.44; 56.85; 61.58; 39.54; 54.17; 45.05
 45.42; 21.74; 28.11; 80.55; 84.46; 34.51; 41.62; 56.43; 56.81; 61.61; 39.56; 54.19; 45.00
 45.42; 21.79; 28.15; 80.57; 84.47; 34.44; 41.59; 56.38; 56.73; 61.66; 39.61; 54.20; 44.99
 45.50; 21.78; 28.13; 80.59; 84.45; 34.49; 41.57; 56.33; 56.70; 61.71; 39.63; 54.19; 44.93
 45.51; 21.78; 28.07; 80.63; 84.46; 34.50; 41.58; 56.30; 56.68; 61.73; 39.57; 54.21; 44.95
 45.53; 21.80; 28.07; 80.60; 84.46; 34.43; 41.63; 56.26; 56.68; 61.75; 39.59; 54.23; 44.97
 45.52; 21.80; 28.04; 80.61; 84.47; 34.43; 41.65; 56.28; 56.67; 61.74; 39.60; 54.25; 44.94
 45.56; 21.77; 28.06; 80.57; 84.49; 34.45; 41.69; 56.23; 56.73; 61.72; 39.57; 54.24; 44.93
 45.57; 21.72; 28.05; 80.58; 84.51; 34.43; 41.68; 56.24; 56.74; 61.69; 39.67; 54.21; 44.91
 45.62; 21.73; 28.01; 80.58; 84.52; 34.42; 41.71; 56.21; 56.75; 61.69; 39.64; 54.21; 44.91
 45.57; 21.74; 27.96; 80.62; 84.47; 34.45; 41.70; 56.23; 56.73; 61.70; 39.62; 54.23; 44.98
 45.55; 21.77; 27.99; 80.59; 84.51; 34.45; 41.73; 56.20; 56.71; 61.70; 39.59; 54.14; 45.06
 45.54; 21.75; 28.04; 80.58; 84.52; 34.50; 41.76; 56.14; 56.75; 61.67; 39.56; 54.14; 45.06
 45.54; 21.72; 28.00; 80.55; 84.54; 34.53; 41.83; 56.13; 56.79; 61.61; 39.57; 54.12; 45.08
 45.58; 21.74; 28.00; 80.52; 84.52; 34.47; 41.83; 56.15; 56.81; 61.60; 39.61; 54.08; 45.09
 45.61; 21.72; 27.97; 80.52; 84.54; 34.43; 41.88; 56.15; 56.82; 61.59; 39.63; 54.07; 45.08
 45.64; 21.69; 27.95; 80.47; 84.54; 34.41; 41.97; 56.15; 56.84; 61.58; 39.63; 54.06; 45.07
 45.60; 21.68; 27.94; 80.49; 84.55; 34.42; 41.99; 56.22; 56.76; 61.58; 39.63; 54.05; 45.11
 45.59; 21.72; 28.01; 80.47; 84.57; 34.42; 41.98; 56.21; 56.77; 61.53; 39.58; 54.05; 45.11
 45.63; 21.75; 27.96; 80.41; 84.58; 34.44; 42.03; 56.19; 56.79; 61.48; 39.59; 54.05; 45.10
 45.60; 21.74; 27.95; 80.42; 84.61; 34.44; 42.03; 56.16; 56.84; 61.48; 39.60; 54.05; 45.08
 45.57; 21.75; 27.95; 80.33; 84.63; 34.40; 42.08; 56.08; 56.94; 61.48; 39.65; 54.05; 45.09
 45.57; 21.71; 27.93; 80.32; 84.65; 34.38; 42.12; 56.11; 57.00; 61.45; 39.66; 54.03; 45.07
 45.59; 21.71; 27.87; 80.27; 84.64; 34.38; 42.18; 56.10; 57.04; 61.43; 39.67; 54.02; 45.10
 45.57; 21.73; 27.84; 80.30; 84.66; 34.37; 42.18; 56.15; 57.01; 61.40; 39.68; 54.00; 45.12
 45.56; 21.75; 27.86; 80.28; 84.70; 34.39; 42.15; 56.15; 57.01; 61.39; 39.61; 54.00; 45.15
 45.57; 21.76; 27.89; 80.26; 84.72; 34.39; 42.17; 56.14; 57.00; 61.34; 39.65; 53.94; 45.15
 45.64; 21.72; 27.88; 80.20; 84.73; 34.36; 42.18; 56.15; 57.04; 61.33; 39.66; 53.95; 45.15
 45.62; 21.71; 27.92; 80.18; 84.73; 34.34; 42.17; 56.14; 57.12; 61.31; 39.64; 53.95; 45.16
 45.61; 21.67; 27.92; 80.15; 84.76; 34.36; 42.20; 56.16; 57.13; 61.29; 39.64; 53.95; 45.15
 45.64; 21.69; 27.90; 80.06; 84.75; 34.35; 42.25; 56.14; 57.16; 61.32; 39.64; 53.94; 45.14
 45.62; 21.70; 27.87; 80.08; 84.73; 34.36; 42.28; 56.19; 57.11; 61.30; 39.66; 53.94; 45.16
 45.63; 21.71; 27.89; 80.06; 84.76; 34.38; 42.28; 56.20; 57.07; 61.29; 39.62; 53.91; 45.21
 45.67; 21.72; 27.89; 80.02; 84.76; 34.39; 42.29; 56.18; 57.12; 61.24; 39.63; 53.90; 45.21
 45.67; 21.67; 27.85; 80.01; 84.80; 34.39; 42.33; 56.17; 57.13; 61.21; 39.65; 53.90; 45.22
 45.65; 21.68; 27.90; 79.95; 84.82; 34.38; 42.32; 56.14; 57.22; 61.21; 39.67; 53.86; 45.21
 45.66; 21.67; 27.86; 79.96; 84.83; 34.37; 42.35; 56.18; 57.25; 61.20; 39.63; 53.86; 45.20
 45.68; 21.68; 27.82; 79.92; 84.84; 34.38; 42.40; 56.17; 57.33; 61.20; 39.59; 53.83; 45.18
 45.66; 21.68; 27.80; 79.94; 84.82; 34.39; 42.38; 56.22; 57.27; 61.21; 39.60; 53.85; 45.18
 45.66; 21.68; 27.80; 79.93; 84.85; 34.37; 42.39; 56.25; 57.27; 61.23; 39.57; 53.84; 45.17
 45.67; 21.69; 27.80; 79.90; 84.87; 34.40; 42.43; 56.24; 57.23; 61.20; 39.55; 53.84; 45.20
 45.69; 21.65; 27.78; 79.88; 84.88; 34.39; 42.48; 56.23; 57.29; 61.20; 39.54; 53.82; 45.17
 45.66; 21.65; 27.79; 79.83; 84.91; 34.36; 42.49; 56.16; 57.36; 61.18; 39.59; 53.83; 45.20
 45.66; 21.59; 27.77; 79.84; 84.94; 34.37; 42.52; 56.15; 57.36; 61.18; 39.61; 53.79; 45.21
 45.73; 21.57; 27.75; 79.81; 84.95; 34.36; 42.56; 56.14; 57.39; 61.18; 39.62; 53.77; 45.20
 45.67; 21.57; 27.76; 79.82; 84.92; 34.41; 42.55; 56.16; 57.34; 61.17; 39.62; 53.77; 45.24
 45.67; 21.57; 27.78; 79.81; 84.94; 34.40; 42.53; 56.18; 57.32; 61.15; 39.58; 53.77; 45.28
 45.67; 21.57; 27.82; 79.75; 84.96; 34.41; 42.56; 56.15; 57.39; 61.09; 39.61; 53.75; 45.25
 45.73; 21.53; 27.82; 79.75; 84.96; 34.42; 42.54; 56.13; 57.44; 61.09; 39.59; 53.75; 45.24
 45.71; 21.51; 27.84; 79.71; 84.96; 34.40; 42.54; 56.12; 57.51; 61.07; 39.62; 53.76; 45.27
 45.70; 21.48; 27.82; 79.69; 84.94; 34.40; 42.58; 56.12; 57.53; 61.08; 39.65; 53.75; 45.26
 45.74; 21.47; 27.81; 79.64; 84.96; 34.38; 42.64; 56.10; 57.53; 61.07; 39.61; 53.78; 45.26
 45.71; 21.52; 27.80; 79.67; 84.93; 34.38; 42.63; 56.09; 57.50; 61.07; 39.65; 53.80; 45.28
 45.71; 21.52; 27.84; 79.66; 84.96; 34.38; 42.59; 56.09; 57.49; 61.08; 39.63; 53.76; 45.29
 45.75; 21.54; 27.81; 79.62; 84.98; 34.39; 42.64; 56.12; 57.50; 61.04; 39.62; 53.73; 45.27
 45.77; 21.49; 27.80; 79.63; 84.99; 34.39; 42.68; 56.08; 57.55; 61.02; 39.58; 53.74; 45.28
 45.75; 21.48; 27.78; 79.57; 85.00; 34.40; 42.69; 56.00; 57.58; 61.05; 39.63; 53.75; 45.31
 45.78; 21.44; 27.77; 79.57; 85.00; 34.39; 42.70; 56.02; 57.58; 61.05; 39.64; 53.75; 45.30
 45.80; 21.43; 27.73; 79.53; 84.98; 34.38; 42.75; 56.06; 57.60; 61.05; 39.60; 53.78; 45.32
 45.77; 21.47; 27.74; 79.55; 84.95; 34.36; 42.75; 56.05; 57.57; 61.07; 39.60; 53.78; 45.34
 45.82; 21.47; 27.78; 79.53; 84.99; 34.36; 42.76; 56.06; 57.55; 61.03; 39.58; 53.73; 45.33
 45.86; 21.46; 27.82; 79.50; 84.97; 34.39; 42.73; 56.03; 57.55; 61.02; 39.58; 53.77; 45.32
 45.87; 21.44; 27.79; 79.49; 84.99; 34.34; 42.81; 56.03; 57.57; 61.02; 39.56; 53.76; 45.33
 45.87; 21.45; 27.78; 79.44; 84.97; 34.33; 42.83; 55.99; 57.64; 61.01; 39.56; 53.76; 45.37
 45.88; 21.43; 27.77; 79.44; 84.97; 34.31; 42.80; 55.97; 57.65; 61.02; 39.64; 53.76; 45.37
 45.93; 21.43; 27.75; 79.40; 84.95; 34.32; 42.85; 55.99; 57.66; 61.00; 39.61; 53.75; 45.37
 45.96; 21.42; 27.76; 79.43; 84.93; 34.29; 42.85; 56.04; 57.60; 61.02; 39.60; 53.76; 45.33
 45.90; 21.45; 27.80; 79.43; 84.97; 34.29; 42.80; 56.09; 57.58; 61.02; 39.58; 53.73; 45.35
 45.91; 21.46; 27.81; 79.41; 85.00; 34.31; 42.83; 56.08; 57.63; 60.98; 39.56; 53.69; 45.33
 45.88; 21.42; 27.83; 79.41; 84.99; 34.27; 42.84; 56.07; 57.69; 60.97; 39.57; 53.69; 45.36
 45.81; 21.42; 27.92; 79.33; 84.98; 34.29; 42.83; 56.06; 57.71; 60.98; 39.61; 53.68; 45.39
 45.79; 21.37; 27.92; 79.33; 84.97; 34.29; 42.83; 56.06; 57.73; 60.95; 39.65; 53.69; 45.41
 45.83; 21.37; 27.88; 79.28; 84.93; 34.27; 42.83; 56.08; 57.77; 60.94; 39.67; 53.70; 45.44
 45.80; 21.36; 27.86; 79.29; 84.94; 34.28; 42.84; 56.12; 57.69; 60.96; 39.65; 53.74; 45.46
 45.79; 21.38; 27.90; 79.30; 84.96; 34.28; 42.79; 56.14; 57.70; 60.96; 39.67; 53.70; 45.44
 45.79; 21.37; 27.87; 79.28; 84.98; 34.32; 42.80; 56.16; 57.67; 60.94; 39.66; 53.73; 45.43
 45.83; 21.33; 27.87; 79.25; 85.00; 34.31; 42.82; 56.16; 57.70; 60.96; 39.64; 53.70; 45.43
 45.80; 21.30; 27.87; 79.18; 85.03; 34.32; 42.86; 56.13; 57.76; 60.96; 39.68; 53.69; 45.42
 45.78; 21.26; 27.86; 79.21; 85.04; 34.31; 42.84; 56.17; 57.74; 60.98; 39.71; 53.66; 45.44
 45.77; 21.24; 27.82; 79.22; 85.06; 34.33; 42.85; 56.16; 57.77; 60.95; 39.74; 53.65; 45.43
