AntiSquid;Baseline1;Baseline2;Coac;Conrisc;Fabbiamo;Marasbot;ProphetCoac;UJIAgent1;UJIAgent2;UJIAgent3
44.89;22.84;29.99;91.32;35.33;42.45;56.31;89.42;41.46;54.45;40.31
44.87;22.89;29.93;91.34;35.50;42.43;56.27;89.44;41.53;54.47;40.26
44.82;22.87;29.94;91.35;35.47;42.69;56.21;89.43;41.51;54.43;40.22
44.83;22.86;29.95;91.37;35.46;42.67;56.30;89.42;41.52;54.40;40.21
44.81;22.85;29.95;91.38;35.43;42.62;56.23;89.41;41.68;54.44;40.20
44.79;22.84;29.90;91.40;35.39;42.67;56.22;89.37;41.69;54.61;40.18
44.74;22.91;29.84;91.41;35.39;42.73;56.18;89.39;41.65;54.60;40.51
44.81;23.05;29.68;91.43;35.48;42.74;56.26;89.40;41.69;54.68;40.50
44.66;23.12;29.58;91.41;35.53;42.81;56.31;89.42;41.71;54.76;40.57
44.67;23.17;29.56;91.37;35.49;42.79;56.36;89.32;41.72;54.75;40.62
44.59;23.16;29.51;91.32;35.45;42.72;56.29;89.28;41.68;54.66;40.55
44.66;23.12;29.46;91.33;35.28;42.64;56.22;89.38;41.60;54.56;40.47
44.70;23.11;29.52;91.35;35.46;42.45;56.26;89.40;41.65;54.58;40.46
44.68;23.13;29.47;91.36;35.42;42.72;56.17;89.41;41.63;54.57;40.45
44.66;23.09;29.42;91.38;35.42;42.71;56.43;89.42;41.56;54.51;40.41
Invalid format at line 20773
44.64;23.05;29.37;91.39;35.39;42.72;56.42;89.44;41.84;54.48;40.38
44.65;23.03;29.31;91.40;35.36;42.73;56.35;89.43;41.82;54.65;40.36
Invalid format at line 20905
44.66;23.04;29.29;91.41;35.29;42.75;56.34;89.42;41.86;54.61;40.62
44.66;23.09;29.29;91.42;35.38;42.82;56.39;89.44;41.88;54.66;40.66
44.70;23.13;29.37;91.44;35.43;42.80;56.38;89.45;41.89;54.66;40.74
44.73;23.15;29.35;91.45;35.46;42.87;56.43;89.44;41.88;54.65;40.67
44.65;23.11;29.31;91.51;35.40;42.80;56.33;89.35;41.81;54.58;40.60
44.58;23.07;29.28;91.41;35.33;42.72;56.29;89.40;41.73;54.49;40.53
44.59;23.14;29.25;91.43;35.42;42.73;56.25;89.43;41.75;54.48;40.51
44.54;23.12;29.22;91.44;35.47;42.90;56.21;89.45;41.73;54.47;40.53
44.52;23.09;29.23;91.40;35.46;42.98;56.18;89.44;41.78;54.44;40.49
44.56;23.07;29.18;91.39;35.49;42.97;56.35;89.43;41.77;54.43;40.45
44.51;23.11;29.22;91.37;35.43;42.92;56.37;89.42;41.79;54.48;40.43
Invalid format at line 21619
44.52;23.07;29.20;91.39;35.40;42.93;56.38;89.41;41.81;54.63;40.41
44.56;23.09;29.17;91.40;35.36;43.03;56.40;89.43;41.88;54.67;40.52
44.62;23.15;29.17;91.42;35.39;43.10;56.42;89.44;41.87;54.70;40.57
44.60;23.17;29.19;91.38;35.44;43.11;56.49;89.41;41.80;54.72;40.64
44.67;23.24;29.17;91.41;35.38;43.04;56.40;89.31;41.73;54.69;40.60
44.65;23.20;29.13;91.37;35.35;42.96;56.30;89.22;41.68;54.62;40.56
44.66;23.16;29.08;91.38;35.45;42.92;56.29;89.26;41.64;54.53;40.49
44.66;23.18;29.06;91.37;35.59;42.81;56.34;89.28;41.67;54.53;40.54
44.62;23.14;29.04;91.38;35.58;43.05;56.23;89.30;41.69;54.46;40.55
44.68;23.10;29.02;91.40;35.61;43.00;56.42;89.31;41.56;54.43;40.54
44.64;23.06;29.02;91.33;35.60;42.99;56.41;89.33;41.81;54.36;40.53
44.65;23.03;29.00;91.32;35.63;42.97;56.37;89.29;41.77;54.59;40.51
44.65;22.99;28.98;91.33;35.68;43.03;56.34;89.31;41.78;54.64;40.64
44.69;22.99;29.02;91.32;35.73;43.09;56.38;89.33;41.82;54.68;40.66
44.66;22.98;29.22;91.30;35.71;43.13;56.40;89.29;41.83;54.70;40.65
44.78;23.00;29.23;91.26;35.68;43.14;56.44;89.23;41.79;54.70;40.61
44.74;22.96;29.18;91.17;35.64;43.07;56.38;89.18;41.73;54.66;40.57
44.77;22.93;29.13;91.15;35.56;43.00;56.29;89.28;41.66;54.57;40.50
44.81;22.97;29.19;91.17;35.70;42.88;56.28;89.29;41.65;54.59;40.52
44.74;22.99;29.17;91.18;35.67;43.07;56.22;89.30;41.58;54.67;40.53
44.80;22.95;29.18;91.19;35.67;43.06;56.35;89.29;41.51;54.58;40.52
44.75;22.91;29.21;91.15;35.69;43.01;56.26;89.26;41.75;54.67;40.54
44.79;22.90;29.19;91.13;35.66;43.00;56.25;89.19;41.71;54.87;40.49
Invalid format at line 23059
44.82;22.92;29.17;91.12;35.66;42.97;56.27;89.18;41.73;54.89;40.61
44.88;22.87;29.22;91.13;35.68;43.03;56.29;89.20;41.79;54.96;40.65
44.88;22.86;29.30;91.15;35.76;43.10;56.30;89.19;41.78;54.97;40.69
44.91;22.88;29.27;91.16;35.73;43.08;56.37;89.18;41.76;54.99;40.70
44.87;22.85;29.24;91.26;35.67;43.01;56.28;89.07;41.70;54.91;40.64
44.80;22.81;29.21;91.23;35.61;42.95;56.19;89.12;41.63;54.82;40.58
44.80;22.79;29.16;91.25;35.68;42.93;56.24;89.15;41.65;54.81;40.59
44.79;22.76;29.17;91.26;35.78;42.97;56.23;89.17;41.66;54.81;40.55
44.72;22.79;29.25;91.27;35.78;42.90;56.15;89.19;41.67;54.80;40.57
44.73;22.78;29.26;91.26;35.80;42.91;56.17;89.20;41.69;54.77;40.58
44.68;22.77;29.26;91.20;35.77;42.89;56.16;89.19;41.74;54.84;40.61
44.69;22.74;29.22;91.19;35.79;42.90;56.16;89.21;41.75;55.02;40.56
44.70;22.61;29.20;91.17;35.84;42.97;56.22;89.23;41.84;55.06;40.72
44.71;22.69;29.34;91.19;35.83;42.93;56.21;89.22;41.88;55.11;40.75
44.78;22.70;29.39;91.15;35.80;42.94;56.23;89.21;41.81;55.15;40.77
44.89;22.67;29.40;91.17;35.75;42.87;56.17;89.10;41.77;55.14;40.73
44.85;22.63;29.36;91.12;35.70;42.81;56.08;89.11;41.73;55.06;40.70
44.88;22.62;29.31;91.11;35.73;42.77;56.10;89.10;41.69;55.00;40.63
44.89;22.62;29.32;91.12;35.95;42.69;56.09;89.12;41.65;55.02;40.62
44.88;22.63;29.35;91.14;35.90;42.71;56.07;89.14;41.66;55.01;40.64
44.91;22.60;29.35;91.15;35.92;42.70;56.22;89.15;41.59;54.95;40.60
44.87;22.59;29.39;91.11;35.92;42.68;56.21;89.12;41.72;54.99;40.57
44.87;22.55;29.37;91.13;35.96;42.71;56.18;89.13;41.66;55.19;40.42
44.88;22.56;29.32;91.14;36.01;42.72;56.17;89.13;41.65;55.21;40.62
44.89;22.58;29.32;91.13;36.02;42.78;56.23;89.14;41.66;55.28;40.68
44.83;22.60;29.51;91.12;36.01;42.82;56.20;89.13;41.67;55.29;40.70
44.95;22.61;29.52;91.14;36.00;42.85;56.24;89.00;41.64;55.26;40.66
44.88;22.61;29.47;91.14;35.95;42.79;56.16;88.96;41.57;55.21;40.60
44.94;22.57;29.43;91.10;35.85;42.72;56.10;89.02;41.51;55.15;40.57
44.90;22.59;29.46;91.11;36.03;42.66;56.07;89.03;41.50;55.19;40.61
44.83;22.55;29.46;91.10;36.07;42.77;56.09;89.05;41.54;55.18;40.57
44.86;22.52;29.42;91.11;36.09;42.80;56.19;89.06;41.47;55.10;40.56
44.82;22.49;29.45;91.12;36.11;42.76;56.18;89.08;41.67;55.09;40.52
44.80;22.46;29.43;91.10;36.08;42.73;56.19;89.05;41.64;55.26;40.50
44.78;22.44;29.41;91.09;36.06;42.71;56.16;89.04;41.67;55.23;40.77
44.81;22.53;29.42;91.11;36.08;42.72;56.20;89.06;41.68;55.27;40.83
44.82;22.57;29.50;91.12;36.10;42.76;56.21;89.05;41.67;55.31;40.87
45.12;22.56;29.49;91.06;36.07;42.75;56.21;88.99;41.61;55.33;40.83
45.06;22.53;29.51;91.15;36.02;42.68;56.13;88.89;41.55;55.25;40.78
45.05;22.53;29.46;91.13;35.96;42.62;56.05;88.81;41.49;55.19;40.74
45.08;22.54;29.45;91.12;36.15;42.59;56.04;88.80;41.46;55.18;40.71
45.06;22.56;29.50;91.13;36.13;42.60;56.03;88.80;41.52;55.18;40.70
45.02;22.55;29.48;91.10;36.11;42.68;56.10;88.79;41.48;55.15;40.70
45.03;22.52;29.46;91.11;36.13;42.66;56.24;88.80;41.41;55.14;40.71
44.97;22.49;29.44;91.07;36.08;42.67;56.25;88.75;41.59;55.21;40.68
45.00;22.48;29.45;91.09;36.10;42.66;56.24;88.77;41.60;55.27;40.62
45.05;22.43;29.41;91.10;36.14;42.69;56.28;88.78;41.66;55.31;40.73
45.06;22.46;29.50;91.11;36.16;42.68;56.30;88.80;41.65;55.35;40.78
45.12;22.45;29.58;91.03;36.11;42.69;56.31;88.77;41.68;55.39;40.80
45.15;22.45;29.57;91.03;36.08;42.63;56.23;88.67;41.64;55.46;40.81
45.12;22.44;29.52;90.98;36.03;42.57;56.15;88.67;41.60;55.38;40.75
45.17;22.41;29.48;90.97;35.98;42.54;56.17;88.72;41.55;55.30;40.74
45.20;22.42;29.49;90.96;36.22;42.45;56.17;88.74;41.53;55.25;40.76
45.20;22.44;29.54;90.98;36.21;42.56;56.00;88.75;41.52;55.29;40.70
45.25;22.43;29.50;90.99;36.21;42.54;56.15;88.77;41.43;55.28;40.67
45.24;22.42;29.50;90.98;36.18;42.55;56.16;88.72;41.63;55.22;40.63
45.27;22.41;29.49;90.94;36.22;42.56;56.11;88.71;41.62;55.40;40.52
45.32;22.38;29.49;90.96;36.24;42.54;56.12;88.72;41.60;55.40;40.66
45.30;22.42;29.52;90.92;36.27;42.53;56.16;88.74;41.68;55.46;40.72
45.29;22.43;29.64;90.89;36.28;42.50;56.17;88.69;41.74;55.50;40.75
45.55;22.40;29.62;90.89;36.23;42.48;56.16;88.63;41.73;55.47;40.74
45.53;22.37;29.58;90.82;36.21;42.43;56.09;88.58;41.67;55.41;40.69
45.56;22.34;29.54;90.84;36.13;42.39;56.01;88.63;41.62;55.36;40.63
45.61;22.36;29.53;90.82;36.43;42.33;56.03;88.60;41.56;55.35;40.60
45.57;22.33;29.57;90.83;36.45;42.41;56.05;88.62;41.55;55.30;40.61
45.62;22.30;29.56;90.82;36.45;42.40;56.11;88.63;41.48;55.27;40.63
Invalid format at line 27307
45.58;22.29;29.59;90.83;36.49;42.39;56.13;88.65;41.48;55.33;40.60
45.54;22.26;29.55;90.80;36.48;42.36;56.10;88.64;41.47;55.53;40.58
Invalid format at line 27443
45.59;22.23;29.51;90.81;36.43;42.37;56.07;88.61;41.42;55.45;40.92
45.60;22.21;29.55;90.80;36.50;42.40;56.10;88.63;41.47;55.49;40.97
45.60;22.21;29.82;90.81;36.47;42.43;56.10;88.62;41.44;55.46;41.01
45.68;22.19;29.82;90.80;36.51;42.44;56.15;88.61;41.39;55.41;41.00
45.64;22.17;29.83;90.82;36.48;42.39;56.08;88.54;41.33;55.36;40.94
45.61;22.15;29.79;90.74;36.46;42.33;56.03;88.51;41.28;55.33;40.91
45.63;22.13;29.75;90.75;36.40;42.32;56.02;88.55;41.31;55.37;40.92
45.66;22.12;29.73;90.76;36.52;42.33;56.01;88.57;41.30;55.34;40.91
45.60;22.11;29.74;90.77;36.54;42.43;55.96;88.56;41.29;55.33;40.89
45.63;22.08;29.70;90.76;36.55;42.42;56.06;88.55;41.32;55.30;40.88
45.61;22.06;29.70;90.76;36.51;42.36;56.07;88.52;41.46;55.36;40.85
45.64;22.03;29.67;90.77;36.50;42.35;56.06;88.50;41.49;55.49;40.84
45.67;21.97;29.65;90.78;36.54;42.42;56.12;88.51;41.52;55.48;40.94
45.71;22.02;29.72;90.79;36.56;42.41;56.11;88.53;41.51;55.52;40.97
45.79;22.03;29.74;90.76;36.53;42.42;56.08;88.50;41.51;55.56;41.00
45.84;22.02;29.73;90.73;36.51;42.37;56.03;88.43;41.50;55.59;40.99
45.78;21.99;29.69;90.68;36.48;42.31;55.98;88.41;41.45;55.54;40.98
45.83;21.97;29.65;90.67;36.45;42.30;55.96;88.46;41.39;55.49;40.93
45.79;21.94;29.66;90.66;36.61;42.28;55.95;88.48;41.40;55.53;40.94
45.77;21.93;29.68;90.67;36.58;42.43;55.83;88.49;41.39;55.52;40.95
45.80;21.93;29.66;90.68;36.58;42.45;55.89;88.46;41.33;55.53;40.94
45.81;21.92;29.69;90.67;36.55;42.44;55.88;88.44;41.45;55.50;40.93
45.79;21.89;29.67;90.62;36.56;42.43;55.88;88.43;41.40;55.71;40.90
45.82;21.86;29.66;90.63;36.58;42.44;55.85;88.44;41.35;55.66;41.18
45.84;21.92;29.70;90.62;36.57;42.47;55.90;88.44;41.40;55.69;41.17
45.79;21.92;29.81;90.62;36.60;42.48;55.92;88.43;41.41;55.75;41.19
45.94;21.95;29.84;90.61;36.58;42.49;55.91;88.39;41.38;55.70;41.15
45.90;21.92;29.80;90.62;36.53;42.43;55.84;88.31;41.33;55.63;41.10
45.91;21.90;29.78;90.63;36.50;42.38;55.81;88.34;41.28;55.56;41.05
45.93;21.91;29.79;90.64;36.70;42.34;55.80;88.34;41.22;55.56;41.06
45.90;21.90;29.79;90.64;36.69;42.32;55.87;88.33;41.26;55.57;41.09
45.92;21.88;29.78;90.63;36.67;42.29;55.93;88.30;41.23;55.58;41.11
45.91;21.85;29.78;90.65;36.68;42.30;55.94;88.32;41.31;55.57;41.10
45.91;21.82;29.74;90.66;36.66;42.29;56.00;88.33;41.34;55.55;41.05
Invalid format at line 29620
Invalid format at line 29626
45.95;21.82;29.76;90.67;36.65;42.25;55.97;88.35;41.37;55.54;41.08
45.96;21.78;29.78;90.68;36.69;42.32;56.02;88.36;41.43;55.58;41.11
46.01;21.79;29.86;90.67;36.73;42.31;56.08;88.35;41.42;55.59;41.16
45.99;21.80;29.86;90.66;36.74;42.30;56.11;88.35;41.43;55.60;41.13
45.98;21.82;29.84;90.64;36.70;42.25;56.04;88.32;41.38;55.56;41.08
45.94;21.80;29.83;90.62;36.65;42.20;55.97;88.29;41.33;55.51;41.03
45.95;21.77;29.79;90.64;36.70;42.15;55.99;88.32;41.32;55.56;41.02
45.97;21.77;29.79;90.65;36.83;42.06;56.00;88.31;41.33;55.56;41.03
45.94;21.74;29.84;90.64;36.85;42.11;55.99;88.30;41.30;55.53;41.04
45.98;21.74;29.82;90.65;36.88;42.12;56.06;88.30;41.21;55.52;41.03
46.01;21.73;29.83;90.66;36.88;42.11;56.07;88.27;41.35;55.40;41.00
46.03;21.72;29.83;90.65;36.85;42.10;56.07;88.29;41.40;55.48;40.94
46.02;21.80;29.82;90.64;36.87;42.13;56.10;88.30;41.43;55.53;40.98
46.02;21.84;29.87;90.65;36.87;42.12;56.11;88.31;41.43;55.58;41.03
45.97;21.83;30.00;90.65;36.86;42.09;56.16;88.31;41.44;55.58;41.04
46.03;21.80;29.98;90.64;36.82;42.04;56.12;88.24;41.47;55.59;41.03
46.00;21.78;29.95;90.59;36.79;41.99;56.07;88.26;41.42;55.52;40.98
46.02;21.77;29.93;90.60;36.68;42.06;56.03;88.30;41.37;55.46;40.93
46.01;21.79;29.94;90.61;36.90;41.98;55.98;88.31;41.38;55.45;40.92
45.95;21.78;29.96;90.62;36.88;41.98;56.02;88.30;41.41;55.42;40.95
45.98;21.79;29.94;90.63;36.86;41.97;56.12;88.32;41.33;55.42;40.94
45.96;21.79;29.95;90.65;36.85;41.94;56.13;88.31;41.52;55.29;40.93
45.99;21.76;29.91;90.66;36.82;41.96;56.13;88.33;41.55;55.39;40.82
Invalid format at line 31072
46.01;21.70;29.94;90.67;36.83;41.95;56.12;88.34;41.56;55.40;40.95
45.98;21.75;30.06;90.66;36.83;42.02;56.15;88.33;41.55;55.41;41.00
45.95;21.75;30.27;90.63;36.88;41.97;56.16;88.34;41.54;55.41;41.01
46.09;21.74;30.26;90.64;36.88;41.98;56.17;88.31;41.53;55.38;40.98
46.03;21.74;30.22;90.61;36.83;41.93;56.11;88.27;41.49;55.32;40.94
46.04;21.73;30.19;90.60;36.79;41.89;56.06;88.32;41.44;55.25;40.89
46.04;21.74;30.17;90.61;36.96;41.90;56.10;88.30;41.45;55.23;40.84
46.06;21.72;30.19;90.62;37.01;41.91;56.05;88.31;41.50;55.20;40.83
46.03;21.69;30.20;90.63;37.03;41.92;56.02;88.32;41.51;55.18;40.82
46.07;21.67;30.20;90.64;37.06;41.91;56.03;88.34;41.47;55.19;40.85
46.06;21.64;30.20;90.61;37.10;41.92;56.02;88.35;41.48;55.17;40.83
Invalid format at line 31798
46.10;21.64;30.17;90.62;37.11;41.91;56.02;88.33;41.49;55.20;40.87
46.12;21.72;30.19;90.63;37.13;41.94;56.05;88.32;41.52;55.21;40.88
46.15;21.74;30.45;90.64;37.14;41.93;56.06;88.33;41.47;55.17;40.88
46.09;21.72;30.47;90.64;37.15;41.96;56.11;88.35;41.48;55.16;40.83
46.10;21.70;30.48;90.66;37.11;41.91;56.05;88.30;41.43;55.10;40.78
46.05;21.68;30.46;90.64;37.07;41.86;55.98;88.31;41.39;55.06;40.75
46.05;21.67;30.45;90.63;37.08;41.87;55.96;88.32;41.40;55.09;40.72
46.04;21.70;30.45;90.64;37.16;41.84;55.97;88.33;41.39;55.08;40.73
46.00;21.68;30.51;90.63;37.15;41.86;55.94;88.34;41.38;55.08;40.74
46.05;21.67;30.49;90.64;37.18;41.87;55.99;88.36;41.27;55.08;40.75
46.03;21.69;30.55;90.65;37.20;41.90;56.00;88.33;41.34;54.96;40.70
46.04;21.66;30.56;90.65;37.19;41.90;56.01;88.33;41.32;55.05;40.69
46.08;21.58;30.60;90.66;37.23;41.95;56.06;88.34;41.33;55.05;40.76
Invalid format at line 32590
46.08;21.61;30.69;90.65;37.26;41.92;56.07;88.33;41.37;55.08;40.76
46.03;21.62;30.81;90.64;37.24;41.95;56.09;88.33;41.35;55.09;40.77
46.08;21.61;30.82;90.63;37.20;41.90;56.08;88.29;41.36;55.09;40.74
46.02;21.59;30.78;90.59;37.15;41.86;56.04;88.32;41.31;55.03;40.72
46.01;21.57;30.75;90.60;37.11;41.86;55.98;88.39;41.26;54.98;40.67
46.03;21.58;30.75;90.61;37.25;41.77;56.01;88.40;41.24;55.01;40.65
46.00;21.57;30.77;90.62;37.21;41.86;55.98;88.42;41.26;54.99;40.64
46.04;21.55;30.76;90.63;37.20;41.85;56.16;88.43;41.16;54.93;40.61
46.03;21.56;30.76;90.64;37.20;41.86;56.19;88.39;41.19;54.91;40.64
46.07;21.56;30.76;90.65;37.19;41.82;56.18;88.40;41.18;55.03;40.52
46.07;21.56;30.80;90.66;37.18;41.81;56.17;88.41;41.15;55.05;40.64
46.10;21.68;30.76;90.67;37.20;41.85;56.20;88.40;41.18;55.08;40.65
46.06;21.67;30.94;90.66;37.23;41.84;56.20;88.41;41.17;55.07;40.66
46.03;21.71;30.94;90.67;37.22;41.84;56.23;88.42;41.16;55.10;40.64
45.98;21.68;30.91;90.69;37.18;41.79;56.18;88.34;41.12;55.04;40.61
46.01;21.66;30.88;90.68;37.14;41.74;56.12;88.39;41.07;54.98;40.57
46.03;21.65;30.92;90.68;37.25;41.74;56.11;88.37;41.06;54.96;40.60
46.01;21.65;30.92;90.69;37.28;41.70;56.16;88.38;41.07;54.97;40.61
46.02;21.62;30.92;90.68;37.25;41.69;56.22;88.40;41.03;54.97;40.58
46.06;21.60;30.94;90.69;37.30;41.70;56.21;88.41;41.09;54.91;40.55
46.06;21.58;30.95;90.70;37.26;41.71;56.19;88.40;41.10;54.93;40.53
46.08;21.55;30.94;90.71;37.28;41.70;56.18;88.38;41.13;54.96;40.57
46.10;21.47;30.97;90.70;37.31;41.74;56.23;88.39;41.19;55.01;40.62
46.11;21.53;31.09;90.71;37.34;41.72;56.22;88.40;41.16;55.02;40.63
46.14;21.55;31.10;90.70;37.34;41.69;56.23;88.38;41.14;55.01;40.66
46.17;21.53;31.10;90.74;37.30;41.65;56.17;88.31;41.09;54.97;40.63
46.12;21.50;31.07;90.72;37.26;41.60;56.12;88.33;41.05;54.93;40.60
46.14;21.48;31.04;90.73;37.30;41.61;56.09;88.37;41.04;54.89;40.57
46.16;21.48;31.06;90.74;37.40;41.51;56.12;88.36;41.07;54.87;40.58
46.15;21.47;31.06;90.73;37.42;41.57;56.10;88.36;41.04;54.85;40.61
46.19;21.47;31.04;90.74;37.45;41.58;56.17;88.37;40.94;54.84;40.59
46.19;21.44;31.05;90.73;37.43;41.59;56.17;88.37;41.11;54.75;40.56
46.22;21.46;31.01;90.71;37.47;41.59;56.14;88.38;41.08;54.84;40.53
46.22;21.46;31.00;90.72;37.47;41.64;56.19;88.39;41.07;54.82;40.67
46.22;21.42;31.03;90.73;37.50;41.65;56.20;88.39;41.13;54.87;40.71
46.21;21.41;31.13;90.72;37.50;41.67;56.20;88.35;41.14;54.91;40.69
46.20;21.43;31.17;90.71;37.46;41.63;56.21;88.31;41.11;54.91;40.70
46.15;21.40;31.13;90.69;37.42;41.60;56.15;88.32;41.07;54.87;40.66
46.17;21.38;31.10;90.70;37.34;41.59;56.09;88.40;41.03;54.81;40.61
46.14;21.41;31.14;90.71;37.41;41.56;56.09;88.42;41.04;54.81;40.64
46.09;21.39;31.14;90.72;37.38;41.68;56.07;88.43;41.06;54.78;40.62
46.11;21.38;31.16;90.71;37.35;41.69;56.10;88.42;41.04;54.78;40.61
46.14;21.36;31.14;90.72;37.36;41.70;56.10;88.43;41.22;54.64;40.58
46.17;21.36;31.15;90.71;37.34;41.66;56.12;88.44;41.21;54.76;40.48
46.21;21.32;31.13;90.70;37.37;41.63;56.12;88.45;41.20;54.74;40.67
46.22;21.34;31.16;90.71;37.40;41.66;56.15;88.46;41.23;54.78;40.70
46.20;21.40;31.24;90.70;37.40;41.65;56.14;88.47;41.24;54.80;40.71
46.27;21.40;31.21;90.68;37.44;41.66;56.13;88.46;41.19;54.81;40.70
46.23;21.38;31.18;90.72;37.41;41.61;56.08;88.44;41.15;54.75;40.66
46.25;21.35;31.15;90.68;37.36;41.57;56.02;88.47;41.11;54.71;40.62
46.27;21.37;31.13;90.67;37.45;41.57;56.03;88.49;41.08;54.73;40.63
46.24;21.34;31.12;90.68;37.44;41.68;56.01;88.50;41.08;54.74;40.65
46.21;21.32;31.11;90.69;37.44;41.69;56.10;88.49;41.04;54.70;40.63
46.21;21.30;31.11;90.70;37.45;41.70;56.11;88.47;41.09;54.73;40.62
46.23;21.28;31.16;90.71;37.41;41.66;56.14;88.48;41.05;54.75;40.58
Invalid format at line 36154
46.22;21.28;31.17;90.70;37.44;41.66;56.11;88.49;41.03;54.78;40.61
46.20;21.25;31.18;90.69;37.49;41.72;56.16;88.51;41.09;54.82;40.65
46.21;21.28;31.25;90.70;37.50;41.71;56.18;88.52;41.08;54.85;40.64
46.19;21.26;31.32;90.71;37.48;41.72;56.21;88.51;41.07;54.85;40.63
46.25;21.24;31.29;90.74;37.44;41.68;56.17;88.44;41.03;54.79;40.62
46.22;21.21;31.25;90.73;37.40;41.64;56.11;88.45;40.99;54.74;40.60
46.24;21.21;31.22;90.74;37.44;41.61;56.11;88.45;40.96;54.75;40.57
46.24;21.24;31.24;90.73;37.51;41.55;56.10;88.46;41.02;54.73;40.57
46.21;21.23;31.23;90.72;37.47;41.67;56.08;88.46;41.03;54.73;40.56
46.23;21.23;31.21;90.73;37.45;41.68;56.15;88.47;41.02;54.71;40.53
46.22;21.21;31.23;90.74;37.45;41.70;56.11;88.48;41.12;54.62;40.53
46.21;21.19;31.20;90.75;37.48;41.70;56.12;88.49;41.11;54.75;40.46
46.20;21.21;31.20;90.76;37.49;41.74;56.14;88.50;41.09;54.80;40.53
46.22;21.24;31.20;90.75;37.50;41.75;56.16;88.50;41.13;54.84;40.56
46.15;21.25;31.23;90.74;37.51;41.75;56.18;88.51;41.14;54.87;40.60
46.13;21.29;31.21;90.74;37.48;41.73;56.22;88.45;41.15;54.83;40.61
46.08;21.27;31.18;90.78;37.44;41.70;56.16;88.41;41.11;54.78;40.58
46.07;21.25;31.17;90.77;37.41;41.67;56.11;88.48;41.07;54.72;40.54
46.09;21.28;31.18;90.78;37.52;41.61;56.10;88.48;41.06;54.74;40.54
46.05;21.28;31.17;90.77;37.53;41.73;56.05;88.49;41.07;54.75;40.53
46.07;21.27;31.14;90.78;37.52;41.72;56.15;88.50;40.97;54.74;40.52
46.04;21.27;31.13;90.77;37.52;41.71;56.15;88.47;41.13;54.76;40.50
46.04;21.26;31.11;90.77;37.48;41.70;56.16;88.48;41.09;54.92;40.43
Invalid format at line 37605
46.03;21.28;31.11;90.78;37.51;41.71;56.15;88.49;41.10;54.93;40.49
46.05;21.34;31.10;90.78;37.52;41.75;56.18;88.50;41.14;54.96;40.50
46.03;21.37;31.17;90.79;37.52;41.74;56.20;88.49;41.15;54.97;40.52
46.01;21.35;31.16;90.80;37.53;41.77;56.21;88.50;41.14;54.95;40.55
46.00;21.33;31.13;90.85;37.49;41.73;56.16;88.43;41.10;54.89;40.53
46.00;21.31;31.10;90.81;37.46;41.69;56.10;88.45;41.06;54.84;40.50
45.99;21.32;31.08;90.80;37.58;41.70;56.13;88.46;41.02;54.85;40.50
45.99;21.31;31.11;90.81;37.57;41.66;56.16;88.46;41.06;54.83;40.52
Invalid format at line 38134
45.98;21.29;31.09;90.82;37.54;41.70;56.16;88.44;41.10;54.81;40.50
46.00;21.34;31.09;90.83;37.50;41.73;56.18;88.45;41.07;54.84;40.48
45.99;21.32;31.10;90.84;37.48;41.72;56.19;88.43;41.09;54.86;40.44
45.96;21.33;31.08;90.85;37.49;41.73;56.17;88.44;41.09;54.90;40.49
45.95;21.43;31.08;90.86;37.49;41.75;56.21;88.45;41.12;54.91;40.53
45.98;21.46;31.09;90.86;37.50;41.76;56.22;88.46;41.14;54.92;40.52
45.98;21.50;31.08;90.86;37.51;41.78;56.20;88.47;41.12;54.90;40.54
45.98;21.51;31.09;90.89;37.48;41.74;56.15;88.42;41.08;54.85;40.54
45.93;21.51;31.06;90.83;37.44;41.72;56.11;88.44;41.04;54.81;40.51
45.91;21.50;31.03;90.84;37.53;41.70;56.10;88.46;41.02;54.80;40.47
45.89;21.50;31.02;90.84;37.63;41.66;56.10;88.47;41.04;54.81;40.46
45.87;21.48;31.05;90.84;37.60;41.73;56.11;88.47;41.03;54.77;40.49
45.87;21.46;31.02;90.85;37.61;41.73;56.28;88.48;40.96;54.75;40.45
45.88;21.44;31.01;90.85;37.57;41.69;56.29;88.47;41.13;54.71;40.41
45.88;21.43;31.01;90.86;37.60;41.68;56.29;88.47;41.13;54.80;40.35
45.87;21.48;30.98;90.87;37.60;41.73;56.30;88.48;41.12;54.79;40.45
45.92;21.57;30.93;90.88;37.62;41.74;56.31;88.47;41.13;54.82;40.45
45.89;21.58;31.02;90.89;37.59;41.75;56.32;88.48;41.14;54.81;40.46
45.87;21.59;31.04;90.89;37.55;41.75;56.35;88.43;41.11;54.84;40.44
45.84;21.57;31.01;90.87;37.52;41.73;56.29;88.43;41.08;54.79;40.40
45.86;21.55;30.98;90.88;37.45;41.69;56.24;88.50;41.04;54.76;40.37
45.83;21.53;30.98;90.87;37.62;41.66;56.24;88.51;41.03;54.75;40.38
45.81;21.51;31.00;90.87;37.63;41.80;56.20;88.51;41.04;54.70;40.37
45.83;21.49;30.99;90.86;37.60;41.78;56.36;88.52;40.98;54.68;40.36
45.80;21.47;30.96;90.87;37.59;41.76;56.35;88.51;41.17;54.67;40.34
45.80;21.45;30.96;90.86;37.56;41.76;56.34;88.48;41.18;54.79;40.29
